x,y
6370650,1644650
6368981,1645841
6368981,1645841
6374371,1649921
6374371,1649921
6374371,1649921
6374371,1649921
6374371,1649921
6374382,1649933
6370813,1640835
6370725,1640875
6376366,1644199
6379835,1641605
6379835,1641605
6379835,1641605
6379835,1641605
6379835,1641605
6375677,1655082
6375677,1655082
6375677,1655085
6378241,1649996
6375000,1652000
6375000,1652000
6380122,1652180
6382948,1647469
6382948,1647469
6382952,1647477
6386576,1646131
6386572,1646131
6378805,1656803
6378805,1656803
6378810,1656799
6381196,1657934
6382652,1657255
6383190,1654883
6387058,1654211
6387060,1654204
6386115,1655602
6364027,1645982
6364027,1645982
6390361,1658989
6390361,1658989
6389300,1656050
6388792,1662000
6386750,1662000
6389000,1663000
6385272,1659037
6385264,1659053
6390728,1669225
6390728,1669225
6390727,1669230
6390728,1669225
6390728,1669225
6390728,1669225
6393075,1669050
6390378,1666136
6390378,1666136
6394604,1669450
6398541,1668612
6398541,1668612
6398541,1668612
6398541,1668612
6398541,1668612
6398541,1668612
6398541,1668612
6400229,1667823
6395036,1663555
6395036,1663555
6396050,1666850
6399166,1663038
6399166,1663038
6399075,1663100
6397040,1659293
6397040,1659293
6396090,1657474
6399202,1656116
6399202,1656116
6399175,1656050
6398553,1656136
6397669,1655749
6400825,1656175
6401400,1654900
6405788,1660122
6405788,1660122
6410885,1662116
6410885,1662116
6410297,1662809
6406498,1663875
6404760,1667349
6404760,1667349
6404760,1667349
6408320,1665100
6407113,1667071
6399642,1676385
6399641,1676387
6399642,1676385
6399689,1676445
6399200,1676550
6399918,1676404
6397000,1674500
6406281,1674687
6406281,1674687
6406281,1674687
6406295,1674650
6406295,1674650
6406000,1673200
6401600,1679000
6409796,1683824
6409794,1683828
6409794,1683828
6409781,1683832
6410867,1677742
6410867,1677742
6410867,1677742
6410867,1677742
6410867,1677742
6410867,1677742
6410867,1677742
6410867,1677742
6410867,1677742
6410867,1677742
6410867,1677742
6410709,1677639
6411766,1675192
6416400,1671224
6416401,1671231
6416401,1671231
6416401,1671231
6416374,1671176
6416400,1671224
6416600,1674250
6422345,1672606
6422345,1672606
6422345,1672606
6422345,1672606
6422345,1672606
6420268,1682264
6420271,1682266
6416394,1685211
6416394,1685211
6416394,1685211
6416394,1685211
6416394,1685211
6416394,1685211
6412600,1686650
6412600,1686650
6418899,1691045
6418899,1691045
6418900,1691033
6418900,1691033
6418900,1691033
6418900,1691033
6418900,1691033
6426170,1697186
6426123,1697227
6426123,1697227
6426150,1697100
6433903,1698607
6429525,1701067
6428197,1698984
6393635,1648740
6393635,1648740
6393073,1648562
6393073,1648562
6393059,1648530
6393715,1648575
6393450,1648550
6393590,1648600
6390950,1647475
6393496,1648855
6392500,1648100
6393070,1648560
6392000,1648000
6314655,1644662
6314769,1642994
6316000,1646200
6334230,1648869
6340195,1652340
6340192,1652342
6339050,1654400
6340930,1655692
6344865,1654150
6345633,1659280
6342784,1648565
6342816,1648577
6342815,1648584
6350090,1645178
6350091,1645187
6353385,1648424
6354899,1652180
6357061,1655374
6349875,1663196
6351461,1670163
6351461,1670163
6351461,1670163
6351461,1670163
6354296,1669738
6354296,1669738
6376496,1674007
6374229,1659082
6379900,1662500
6388400,1673750
6359298,1643315
6366130,1647900
6378241,1649996
6393405,1648610
6359375,1643275
6388792,1662000
6409781,1683832
6410885,1662116
6369671,1645235
6369484,1670015
6369484,1670015
6369484,1670015
6422345,1672606
6374371,1649921
6398541,1668612
6377787,1660247
6145400,1338900
6149812,1327870
6149660,1327675
6154227,1340112
6162511,1324797
6160750,1333200
6164600,1341350
6164650,1341500
6173850,1332350
6138900,1342050
6145350,1354571
6145224,1348465
6146160,1358344
6144726,1351883
6149871,1352619
6149871,1352619
6149840,1354813
6148899,1357402
6150716,1358351
6154125,1360651
6147191,1361500
6148036,1362807
6152976,1367113
6152774,1367780
6151138,1368488
6151138,1368488
6151138,1368488
6151138,1368488
6151138,1368488
6149959,1370007
6148319,1368885
6148540,1371690
6152866,1370817
6152866,1370792
6152850,1370800
6151300,1377800
6157345,1375898
6174613,1350003
6174641,1350004
6174621,1350003
6174740,1341955
6177164,1342079
6178000,1336000
6178025,1335725
6177450,1335450
6177500,1335750
6178000,1336000
6178100,1335690
6177850,1335750
6177500,1335750
6178550,1335825
6177940,1336025
6178400,1336025
6178000,1335775
6178025,1336000
6178075,1335800
6178075,1335800
6178690,1335850
6177563,1335772
6180626,1331861
6182827,1335448
6185798,1338218
6180786,1328177
6187086,1339375
6191707,1324181
6187950,1336680
6189973,1335689
6189410,1333763
6190787,1329127
6191427,1330203
6191866,1341623
6182382,1348986
6183385,1345818
6183895,1344465
6183895,1344465
6202572,1359065
6198524,1317011
6197090,1339644
6197092,1339646
6224439,1306315
6146500,1394750
6148760,1387061
6150560,1382524
6150256,1400493
6150256,1400493
6156677,1392101
6156383,1396470
6157158,1406332
6157160,1406332
6196550,1388096
6208004,1396766
6208300,1392650
6211300,1410500
6240750,1385100
6291233,1318488
6293525,1319649
6299223,1318382
6303466,1313322
6303472,1313332
6214494,1423741
6215481,1425528
6216750,1425500
6211028,1428020
6230535,1473648
6241418,1450029
6229896,1474987
6220559,1494982
6229859,1492723
6229869,1492748
6229854,1492716
6229869,1492748
6177750,1335775
6178077,1335832
6178025,1335725
6170900,1367800
6155750,1343500
6211293,1313112
6162750,1355200
6220000,1488000
6220000,1488000
6220000,1488000
6373250,1279500
6235650,1300700
6153800,1395500
6173725,1334059
6173725,1334059
6173725,1334059
6173725,1334059
6159500,1394550
6201100,1401390
6177975,1335900
6240625,1369729
6208350,1392787
6202089,1391642
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6229705,1377457
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6200451,1405466
6168589,1394034
6177950,1335800
6177875,1335700
6177800,1335720
6177875,1335700
6177875,1335700
6178025,1335725
6177800,1335720
6177800,1335720
6177800,1335720
6177700,1335700
6177450,1335650
6178025,1335725
6177975,1335900
6178025,1335725
6177800,1335720
6177800,1335720
6177800,1335720
6177800,1335720
6177800,1335720
6177800,1335720
6177800,1335720
6177800,1335720
6177800,1335720
6177800,1335720
6178025,1335725
6173314,1345141
6177875,1335700
6178000,1336000
6177800,1335720
6177750,1335775
6177900,1335850
6178025,1335725
6178025,1335725
6177875,1335700
6177875,1335700
6177875,1335700
6177875,1335700
6177875,1335700
6177875,1335700
6177875,1335700
6177875,1335700
6178025,1335725
6162225,1400972
6162225,1400972
6162225,1400972
6208500,1392500
6200451,1405466
6200300,1405400
6177163,1342094
6160350,1325650
6198600,1316700
6198600,1316700
6161406,1329440
6162150,1324775
6187298,1359297
6177800,1336150
6193191,1325626
6178000,1335575
6178000,1335575
6178025,1336000
6177875,1335700
6177875,1335700
6186050,1331000
6180902,1330360
6177750,1335775
6177750,1335775
6177525,1335575
6177525,1335575
6177950,1335500
6202083,1391631
6149400,1381700
6178529,1393168
6187902,1330690
6177850,1335775
6177875,1335700
6177975,1335900
6151750,1382100
6217201,1392812
6189064,1331230
6178150,1335850
6177900,1335850
6177875,1335700
6177875,1335700
6178000,1336000
6173725,1334059
6147325,1393650
6147325,1393650
6177800,1335720
6160350,1325650
6322000,1303000
6184791,1328412
6212156,1310361
